date,role_bucket,requirement_type,requirement,count,total
2026-05-25,junior_soc,skill,Wireshark,1,172
2026-05-25,junior_soc,skill,Microsoft Defender,1,172
2026-05-25,junior_soc,skill,Group Policy,1,172
2026-05-25,junior_soc,yoe_bucket,0,2,12
2026-05-25,junior_soc,yoe_bucket,1-2,7,12
2026-05-25,junior_soc,yoe_bucket,3-5,3,12
2026-05-25,junior_soc,degree,high_school,16,172
2026-05-25,junior_soc,degree,bachelor,27,172
2026-05-25,junior_soc,degree,associate,4,172
2026-05-25,junior_soc,remote,unspecified,172,172
2026-05-25,help_desk_it_admin,cert,A+,94,1004
2026-05-25,help_desk_it_admin,cert,ITIL,51,1004
2026-05-25,help_desk_it_admin,cert,CCNA,39,1004
2026-05-25,help_desk_it_admin,cert,Security+,25,1004
2026-05-25,help_desk_it_admin,cert,Network+,20,1004
2026-05-25,help_desk_it_admin,cert,MCSE,11,1004
2026-05-25,help_desk_it_admin,cert,MCSA,10,1004
2026-05-25,help_desk_it_admin,cert,CCNP,6,1004
2026-05-25,help_desk_it_admin,cert,RHCSA,5,1004
2026-05-25,help_desk_it_admin,cert,GSEC,5,1004
2026-05-25,help_desk_it_admin,cert,CISSP,4,1004
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,1004
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,1004
2026-05-25,help_desk_it_admin,cert,AWS Certified Solutions Architect,1,1004
2026-05-25,help_desk_it_admin,cert,CISA,1,1004
2026-05-25,help_desk_it_admin,skill,Active Directory,206,1004
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,202,1004
2026-05-25,help_desk_it_admin,skill,Linux,105,1004
2026-05-25,help_desk_it_admin,skill,TCP/IP,87,1004
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),70,1004
2026-05-25,help_desk_it_admin,skill,VMware,67,1004
2026-05-25,help_desk_it_admin,skill,PowerShell,53,1004
2026-05-25,help_desk_it_admin,skill,Group Policy,40,1004
2026-05-25,help_desk_it_admin,skill,Python,34,1004
2026-05-25,help_desk_it_admin,skill,Bash,28,1004
2026-05-25,help_desk_it_admin,skill,Splunk,12,1004
2026-05-25,help_desk_it_admin,skill,Wireshark,7,1004
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,1004
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,3,1004
2026-05-25,help_desk_it_admin,skill,CrowdStrike,3,1004
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,36,164
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,164
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,164
2026-05-25,help_desk_it_admin,yoe_bucket,6+,7,164
2026-05-25,help_desk_it_admin,degree,bachelor,206,1004
2026-05-25,help_desk_it_admin,degree,high_school,84,1004
2026-05-25,help_desk_it_admin,degree,associate,92,1004
2026-05-25,help_desk_it_admin,degree,equivalent,10,1004
2026-05-25,help_desk_it_admin,remote,unspecified,1004,1004
2026-05-25,junior_soc,cert,CySA+,14,173
2026-05-25,junior_soc,cert,CISSP,11,173
2026-05-25,junior_soc,cert,CCNA,8,173
2026-05-25,junior_soc,cert,Security+,7,173
2026-05-25,junior_soc,cert,GSEC,7,173
2026-05-25,junior_soc,cert,GCIH,5,173
2026-05-25,junior_soc,cert,GCIA,5,173
2026-05-25,junior_soc,cert,CCNP,5,173
2026-05-25,junior_soc,cert,CISM,3,173
2026-05-25,junior_soc,cert,CISA,2,173
2026-05-25,junior_soc,cert,PenTest+,1,173
2026-05-25,junior_soc,cert,OSCP,1,173
2026-05-25,junior_soc,cert,GPEN,1,173
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,173
2026-05-25,junior_soc,cert,GMON,1,173
2026-05-25,junior_soc,skill,Splunk,9,173
2026-05-25,junior_soc,skill,Linux,7,173
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,173
2026-05-25,junior_soc,skill,TCP/IP,6,173
2026-05-25,junior_soc,skill,PowerShell,6,173
2026-05-25,junior_soc,skill,Python,6,173
2026-05-25,junior_soc,skill,Office 365 / M365,5,173
2026-05-25,junior_soc,skill,QRadar,2,173
2026-05-25,junior_soc,skill,SentinelOne,2,173
2026-05-25,junior_soc,skill,Active Directory,2,173
2026-05-25,junior_soc,skill,CrowdStrike,1,173
2026-05-25,junior_soc,skill,Wireshark,1,173
2026-05-25,junior_soc,skill,Microsoft Defender,1,173
2026-05-25,junior_soc,skill,Bash,1,173
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,173
2026-05-25,junior_soc,degree,bachelor,29,173
2026-05-25,junior_soc,degree,associate,3,173
2026-05-25,junior_soc,remote,unspecified,173,173
2026-05-25,help_desk_it_admin,cert,A+,87,964
2026-05-25,help_desk_it_admin,cert,ITIL,49,964
2026-05-25,help_desk_it_admin,cert,CCNA,35,964
2026-05-25,help_desk_it_admin,cert,Security+,24,964
2026-05-25,help_desk_it_admin,cert,Network+,18,964
2026-05-25,help_desk_it_admin,cert,MCSE,9,964
2026-05-25,help_desk_it_admin,cert,MCSA,7,964
2026-05-25,help_desk_it_admin,cert,RHCSA,4,964
2026-05-25,help_desk_it_admin,cert,GSEC,4,964
2026-05-25,help_desk_it_admin,cert,CISSP,3,964
2026-05-25,help_desk_it_admin,cert,CCNP,3,964
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,964
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,964
2026-05-25,help_desk_it_admin,cert,CISA,1,964
2026-05-25,help_desk_it_admin,cert,GCIA,1,964
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,193,964
2026-05-25,help_desk_it_admin,skill,Active Directory,190,964
2026-05-25,help_desk_it_admin,skill,Linux,89,964
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,964
2026-05-25,help_desk_it_admin,skill,VMware,59,964
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),59,964
2026-05-25,help_desk_it_admin,skill,PowerShell,47,964
2026-05-25,help_desk_it_admin,skill,Group Policy,31,964
2026-05-25,help_desk_it_admin,skill,Python,27,964
2026-05-25,help_desk_it_admin,skill,Bash,25,964
2026-05-25,help_desk_it_admin,skill,Splunk,9,964
2026-05-25,help_desk_it_admin,skill,Wireshark,6,964
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,964
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,964
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,964
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,173
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,106,173
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,173
2026-05-25,help_desk_it_admin,yoe_bucket,6+,7,173
2026-05-25,help_desk_it_admin,degree,bachelor,192,964
2026-05-25,help_desk_it_admin,degree,high_school,88,964
2026-05-25,help_desk_it_admin,degree,associate,88,964
2026-05-25,help_desk_it_admin,degree,equivalent,11,964
2026-05-25,help_desk_it_admin,remote,unspecified,964,964
2026-05-25,junior_soc,cert,CySA+,14,175
2026-05-25,junior_soc,cert,CISSP,11,175
2026-05-25,junior_soc,cert,Security+,8,175
2026-05-25,junior_soc,cert,CCNA,8,175
2026-05-25,junior_soc,cert,GSEC,7,175
2026-05-25,junior_soc,cert,GCIH,5,175
2026-05-25,junior_soc,cert,GCIA,5,175
2026-05-25,junior_soc,cert,CCNP,5,175
2026-05-25,junior_soc,cert,CISM,3,175
2026-05-25,junior_soc,cert,CISA,2,175
2026-05-25,junior_soc,cert,PenTest+,1,175
2026-05-25,junior_soc,cert,OSCP,1,175
2026-05-25,junior_soc,cert,GPEN,1,175
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,175
2026-05-25,junior_soc,cert,GMON,1,175
2026-05-25,junior_soc,skill,Splunk,10,175
2026-05-25,junior_soc,skill,Linux,8,175
2026-05-25,junior_soc,skill,TCP/IP,7,175
2026-05-25,junior_soc,skill,PowerShell,7,175
2026-05-25,junior_soc,skill,Python,7,175
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,175
2026-05-25,junior_soc,skill,Office 365 / M365,5,175
2026-05-25,junior_soc,skill,Active Directory,3,175
2026-05-25,junior_soc,skill,QRadar,2,175
2026-05-25,junior_soc,skill,Bash,2,175
2026-05-25,junior_soc,skill,SentinelOne,2,175
2026-05-25,junior_soc,skill,CrowdStrike,1,175
2026-05-25,junior_soc,skill,Wireshark,1,175
2026-05-25,junior_soc,skill,Microsoft Defender,1,175
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,175
2026-05-25,junior_soc,degree,bachelor,31,175
2026-05-25,junior_soc,degree,associate,3,175
2026-05-25,junior_soc,remote,unspecified,175,175
2026-05-25,help_desk_it_admin,cert,A+,89,974
2026-05-25,help_desk_it_admin,cert,ITIL,49,974
2026-05-25,help_desk_it_admin,cert,CCNA,36,974
2026-05-25,help_desk_it_admin,cert,Security+,24,974
2026-05-25,help_desk_it_admin,cert,Network+,18,974
2026-05-25,help_desk_it_admin,cert,MCSE,10,974
2026-05-25,help_desk_it_admin,cert,MCSA,7,974
2026-05-25,help_desk_it_admin,cert,RHCSA,4,974
2026-05-25,help_desk_it_admin,cert,GSEC,4,974
2026-05-25,help_desk_it_admin,cert,CISSP,3,974
2026-05-25,help_desk_it_admin,cert,CCNP,3,974
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,974
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,974
2026-05-25,help_desk_it_admin,cert,CISA,1,974
2026-05-25,help_desk_it_admin,cert,GCIA,1,974
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,974
2026-05-25,help_desk_it_admin,skill,Active Directory,197,974
2026-05-25,help_desk_it_admin,skill,Linux,90,974
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,974
2026-05-25,help_desk_it_admin,skill,VMware,62,974
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),60,974
2026-05-25,help_desk_it_admin,skill,PowerShell,48,974
2026-05-25,help_desk_it_admin,skill,Group Policy,32,974
2026-05-25,help_desk_it_admin,skill,Python,28,974
2026-05-25,help_desk_it_admin,skill,Bash,25,974
2026-05-25,help_desk_it_admin,skill,Splunk,10,974
2026-05-25,help_desk_it_admin,skill,Wireshark,6,974
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,974
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,974
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,974
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,178
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,108,178
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,178
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,178
2026-05-25,help_desk_it_admin,degree,bachelor,195,974
2026-05-25,help_desk_it_admin,degree,high_school,88,974
2026-05-25,help_desk_it_admin,degree,associate,89,974
2026-05-25,help_desk_it_admin,degree,equivalent,11,974
2026-05-25,help_desk_it_admin,remote,unspecified,974,974
2026-05-25,junior_soc,cert,CySA+,14,63
2026-05-25,junior_soc,cert,CISSP,11,63
2026-05-25,junior_soc,cert,Security+,8,63
2026-05-25,junior_soc,cert,CCNA,8,63
2026-05-25,junior_soc,cert,GSEC,7,63
2026-05-25,junior_soc,cert,GCIH,5,63
2026-05-25,junior_soc,cert,GCIA,5,63
2026-05-25,junior_soc,cert,CCNP,5,63
2026-05-25,junior_soc,cert,CISM,3,63
2026-05-25,junior_soc,cert,CISA,2,63
2026-05-25,junior_soc,cert,PenTest+,1,63
2026-05-25,junior_soc,cert,OSCP,1,63
2026-05-25,junior_soc,cert,GPEN,1,63
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,63
2026-05-25,junior_soc,cert,GMON,1,63
2026-05-25,junior_soc,skill,Splunk,10,63
2026-05-25,junior_soc,skill,Linux,8,63
2026-05-25,junior_soc,skill,TCP/IP,7,63
2026-05-25,junior_soc,skill,PowerShell,7,63
2026-05-25,junior_soc,skill,Python,7,63
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,63
2026-05-25,junior_soc,skill,Office 365 / M365,5,63
2026-05-25,junior_soc,skill,Active Directory,3,63
2026-05-25,junior_soc,skill,QRadar,2,63
2026-05-25,junior_soc,skill,Bash,2,63
2026-05-25,junior_soc,skill,SentinelOne,2,63
2026-05-25,junior_soc,skill,CrowdStrike,1,63
2026-05-25,junior_soc,skill,Wireshark,1,63
2026-05-25,junior_soc,skill,Microsoft Defender,1,63
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,63
2026-05-25,junior_soc,degree,bachelor,31,63
2026-05-25,junior_soc,degree,associate,3,63
2026-05-25,junior_soc,remote,unspecified,63,63
2026-05-25,help_desk_it_admin,cert,A+,89,594
2026-05-25,help_desk_it_admin,cert,ITIL,49,594
2026-05-25,help_desk_it_admin,cert,CCNA,39,594
2026-05-25,help_desk_it_admin,cert,Security+,24,594
2026-05-25,help_desk_it_admin,cert,Network+,18,594
2026-05-25,help_desk_it_admin,cert,MCSE,10,594
2026-05-25,help_desk_it_admin,cert,MCSA,7,594
2026-05-25,help_desk_it_admin,cert,CCNP,6,594
2026-05-25,help_desk_it_admin,cert,RHCSA,4,594
2026-05-25,help_desk_it_admin,cert,GSEC,4,594
2026-05-25,help_desk_it_admin,cert,CISSP,3,594
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,594
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,594
2026-05-25,help_desk_it_admin,cert,CISA,1,594
2026-05-25,help_desk_it_admin,cert,GCIA,1,594
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,594
2026-05-25,help_desk_it_admin,skill,Active Directory,197,594
2026-05-25,help_desk_it_admin,skill,Linux,90,594
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,594
2026-05-25,help_desk_it_admin,skill,VMware,62,594
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,594
2026-05-25,help_desk_it_admin,skill,PowerShell,48,594
2026-05-25,help_desk_it_admin,skill,Group Policy,32,594
2026-05-25,help_desk_it_admin,skill,Python,28,594
2026-05-25,help_desk_it_admin,skill,Bash,25,594
2026-05-25,help_desk_it_admin,skill,Splunk,10,594
2026-05-25,help_desk_it_admin,skill,Wireshark,9,594
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,594
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,594
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,594
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
2026-05-25,help_desk_it_admin,degree,bachelor,198,594
2026-05-25,help_desk_it_admin,degree,high_school,89,594
2026-05-25,help_desk_it_admin,degree,associate,89,594
2026-05-25,help_desk_it_admin,degree,equivalent,11,594
2026-05-25,help_desk_it_admin,remote,unspecified,594,594
2026-05-25,junior_soc,cert,CySA+,14,63
2026-05-25,junior_soc,cert,CISSP,11,63
2026-05-25,junior_soc,cert,Security+,8,63
2026-05-25,junior_soc,cert,CCNA,8,63
2026-05-25,junior_soc,cert,GSEC,7,63
2026-05-25,junior_soc,cert,GCIH,5,63
2026-05-25,junior_soc,cert,GCIA,5,63
2026-05-25,junior_soc,cert,CCNP,5,63
2026-05-25,junior_soc,cert,CISM,3,63
2026-05-25,junior_soc,cert,CISA,2,63
2026-05-25,junior_soc,cert,PenTest+,1,63
2026-05-25,junior_soc,cert,OSCP,1,63
2026-05-25,junior_soc,cert,GPEN,1,63
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,63
2026-05-25,junior_soc,cert,GMON,1,63
2026-05-25,junior_soc,skill,Splunk,10,63
2026-05-25,junior_soc,skill,Linux,8,63
2026-05-25,junior_soc,skill,TCP/IP,7,63
2026-05-25,junior_soc,skill,PowerShell,7,63
2026-05-25,junior_soc,skill,Python,7,63
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,63
2026-05-25,junior_soc,skill,Office 365 / M365,5,63
2026-05-25,junior_soc,skill,Active Directory,3,63
2026-05-25,junior_soc,skill,QRadar,2,63
2026-05-25,junior_soc,skill,Bash,2,63
2026-05-25,junior_soc,skill,SentinelOne,2,63
2026-05-25,junior_soc,skill,CrowdStrike,1,63
2026-05-25,junior_soc,skill,Wireshark,1,63
2026-05-25,junior_soc,skill,Microsoft Defender,1,63
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,63
2026-05-25,junior_soc,degree,bachelor,31,63
2026-05-25,junior_soc,degree,associate,3,63
2026-05-25,junior_soc,remote,unspecified,63,63
2026-05-25,help_desk_it_admin,cert,A+,89,594
2026-05-25,help_desk_it_admin,cert,ITIL,49,594
2026-05-25,help_desk_it_admin,cert,CCNA,39,594
2026-05-25,help_desk_it_admin,cert,Security+,24,594
2026-05-25,help_desk_it_admin,cert,Network+,18,594
2026-05-25,help_desk_it_admin,cert,MCSE,10,594
2026-05-25,help_desk_it_admin,cert,MCSA,7,594
2026-05-25,help_desk_it_admin,cert,CCNP,6,594
2026-05-25,help_desk_it_admin,cert,RHCSA,4,594
2026-05-25,help_desk_it_admin,cert,GSEC,4,594
2026-05-25,help_desk_it_admin,cert,CISSP,3,594
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,594
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,594
2026-05-25,help_desk_it_admin,cert,CISA,1,594
2026-05-25,help_desk_it_admin,cert,GCIA,1,594
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,594
2026-05-25,help_desk_it_admin,skill,Active Directory,197,594
2026-05-25,help_desk_it_admin,skill,Linux,90,594
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,594
2026-05-25,help_desk_it_admin,skill,VMware,62,594
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,594
2026-05-25,help_desk_it_admin,skill,PowerShell,48,594
2026-05-25,help_desk_it_admin,skill,Group Policy,32,594
2026-05-25,help_desk_it_admin,skill,Python,28,594
2026-05-25,help_desk_it_admin,skill,Bash,25,594
2026-05-25,help_desk_it_admin,skill,Splunk,10,594
2026-05-25,help_desk_it_admin,skill,Wireshark,9,594
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,594
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,594
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,594
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
2026-05-25,help_desk_it_admin,degree,bachelor,198,594
2026-05-25,help_desk_it_admin,degree,high_school,89,594
2026-05-25,help_desk_it_admin,degree,associate,89,594
2026-05-25,help_desk_it_admin,degree,equivalent,11,594
2026-05-25,help_desk_it_admin,remote,unspecified,594,594
2026-05-25,junior_soc,cert,CySA+,14,63
2026-05-25,junior_soc,cert,CISSP,11,63
2026-05-25,junior_soc,cert,Security+,8,63
2026-05-25,junior_soc,cert,CCNA,8,63
2026-05-25,junior_soc,cert,GSEC,7,63
2026-05-25,junior_soc,cert,GCIH,5,63
2026-05-25,junior_soc,cert,GCIA,5,63
2026-05-25,junior_soc,cert,CCNP,5,63
2026-05-25,junior_soc,cert,CISM,3,63
2026-05-25,junior_soc,cert,CISA,2,63
2026-05-25,junior_soc,cert,PenTest+,1,63
2026-05-25,junior_soc,cert,OSCP,1,63
2026-05-25,junior_soc,cert,GPEN,1,63
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,63
2026-05-25,junior_soc,cert,GMON,1,63
2026-05-25,junior_soc,skill,Splunk,10,63
2026-05-25,junior_soc,skill,Linux,8,63
2026-05-25,junior_soc,skill,TCP/IP,7,63
2026-05-25,junior_soc,skill,PowerShell,7,63
2026-05-25,junior_soc,skill,Python,7,63
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,63
2026-05-25,junior_soc,skill,Office 365 / M365,5,63
2026-05-25,junior_soc,skill,Active Directory,3,63
2026-05-25,junior_soc,skill,QRadar,2,63
2026-05-25,junior_soc,skill,Bash,2,63
2026-05-25,junior_soc,skill,SentinelOne,2,63
2026-05-25,junior_soc,skill,CrowdStrike,1,63
2026-05-25,junior_soc,skill,Wireshark,1,63
2026-05-25,junior_soc,skill,Microsoft Defender,1,63
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,63
2026-05-25,junior_soc,degree,bachelor,31,63
2026-05-25,junior_soc,degree,associate,3,63
2026-05-25,junior_soc,remote,unspecified,63,63
2026-05-25,help_desk_it_admin,cert,A+,89,593
2026-05-25,help_desk_it_admin,cert,ITIL,48,593
2026-05-25,help_desk_it_admin,cert,CCNA,38,593
2026-05-25,help_desk_it_admin,cert,Security+,24,593
2026-05-25,help_desk_it_admin,cert,Network+,18,593
2026-05-25,help_desk_it_admin,cert,MCSE,10,593
2026-05-25,help_desk_it_admin,cert,MCSA,6,593
2026-05-25,help_desk_it_admin,cert,CCNP,6,593
2026-05-25,help_desk_it_admin,cert,RHCSA,4,593
2026-05-25,help_desk_it_admin,cert,GSEC,4,593
2026-05-25,help_desk_it_admin,cert,CISSP,3,593
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,593
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,593
2026-05-25,help_desk_it_admin,cert,CISA,1,593
2026-05-25,help_desk_it_admin,cert,GCIA,1,593
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,593
2026-05-25,help_desk_it_admin,skill,Active Directory,197,593
2026-05-25,help_desk_it_admin,skill,Linux,90,593
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,593
2026-05-25,help_desk_it_admin,skill,VMware,62,593
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,593
2026-05-25,help_desk_it_admin,skill,PowerShell,48,593
2026-05-25,help_desk_it_admin,skill,Group Policy,32,593
2026-05-25,help_desk_it_admin,skill,Python,28,593
2026-05-25,help_desk_it_admin,skill,Bash,25,593
2026-05-25,help_desk_it_admin,skill,Splunk,10,593
2026-05-25,help_desk_it_admin,skill,Wireshark,9,593
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,593
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,593
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,593
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
2026-05-25,help_desk_it_admin,degree,bachelor,198,593
2026-05-25,help_desk_it_admin,degree,high_school,89,593
2026-05-25,help_desk_it_admin,degree,associate,88,593
2026-05-25,help_desk_it_admin,degree,equivalent,11,593
2026-05-25,help_desk_it_admin,remote,unspecified,593,593
2026-05-25,junior_soc,cert,CySA+,14,63
2026-05-25,junior_soc,cert,CISSP,11,63
2026-05-25,junior_soc,cert,Security+,8,63
2026-05-25,junior_soc,cert,CCNA,8,63
2026-05-25,junior_soc,cert,GSEC,7,63
2026-05-25,junior_soc,cert,GCIH,5,63
2026-05-25,junior_soc,cert,GCIA,5,63
2026-05-25,junior_soc,cert,CCNP,5,63
2026-05-25,junior_soc,cert,CISM,3,63
2026-05-25,junior_soc,cert,CISA,2,63
2026-05-25,junior_soc,cert,PenTest+,1,63
2026-05-25,junior_soc,cert,OSCP,1,63
2026-05-25,junior_soc,cert,GPEN,1,63
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,63
2026-05-25,junior_soc,cert,GMON,1,63
2026-05-25,junior_soc,skill,Splunk,10,63
2026-05-25,junior_soc,skill,Linux,8,63
2026-05-25,junior_soc,skill,TCP/IP,7,63
2026-05-25,junior_soc,skill,PowerShell,7,63
2026-05-25,junior_soc,skill,Python,7,63
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,63
2026-05-25,junior_soc,skill,Office 365 / M365,5,63
2026-05-25,junior_soc,skill,Active Directory,3,63
2026-05-25,junior_soc,skill,QRadar,2,63
2026-05-25,junior_soc,skill,Bash,2,63
2026-05-25,junior_soc,skill,SentinelOne,2,63
2026-05-25,junior_soc,skill,CrowdStrike,1,63
2026-05-25,junior_soc,skill,Wireshark,1,63
2026-05-25,junior_soc,skill,Microsoft Defender,1,63
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,16,63
2026-05-25,junior_soc,degree,bachelor,31,63
2026-05-25,junior_soc,degree,associate,3,63
2026-05-25,junior_soc,remote,unspecified,63,63
2026-05-25,help_desk_it_admin,cert,A+,89,593
2026-05-25,help_desk_it_admin,cert,ITIL,48,593
2026-05-25,help_desk_it_admin,cert,CCNA,38,593
2026-05-25,help_desk_it_admin,cert,Security+,24,593
2026-05-25,help_desk_it_admin,cert,Network+,18,593
2026-05-25,help_desk_it_admin,cert,MCSE,10,593
2026-05-25,help_desk_it_admin,cert,MCSA,6,593
2026-05-25,help_desk_it_admin,cert,CCNP,6,593
2026-05-25,help_desk_it_admin,cert,RHCSA,4,593
2026-05-25,help_desk_it_admin,cert,GSEC,4,593
2026-05-25,help_desk_it_admin,cert,CISSP,3,593
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,593
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,593
2026-05-25,help_desk_it_admin,cert,CISA,1,593
2026-05-25,help_desk_it_admin,cert,GCIA,1,593
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,593
2026-05-25,help_desk_it_admin,skill,Active Directory,197,593
2026-05-25,help_desk_it_admin,skill,Linux,90,593
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,593
2026-05-25,help_desk_it_admin,skill,VMware,62,593
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,593
2026-05-25,help_desk_it_admin,skill,PowerShell,48,593
2026-05-25,help_desk_it_admin,skill,Group Policy,32,593
2026-05-25,help_desk_it_admin,skill,Python,28,593
2026-05-25,help_desk_it_admin,skill,Bash,25,593
2026-05-25,help_desk_it_admin,skill,Splunk,10,593
2026-05-25,help_desk_it_admin,skill,Wireshark,9,593
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,593
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,593
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,593
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
